pokedex_id,pokemon_name,form,move_name,learn_method,species,display_order
280,Ralts,,Leaf Blade,MR,Gallade,11
280,Ralts,,Night Slash,MR,Gallade,12
280,Ralts,,Bulk Up,TM,Gallade,13
280,Ralts,,Close Combat,53,Gallade,14
280,Ralts,,Shadow Sneak,Egg,,15
223,Remoraid,,Water Gun,1,,1
223,Remoraid,,Psybeam,10,,2
223,Remoraid,,Aurora Beam,14,,3
223,Remoraid,,Bullet Seed,TM,,4
223,Remoraid,,Octazooka,Evo.,,5
223,Remoraid,,Flamethrower,TM,,6
223,Remoraid,,Psychic,TM,,7
223,Remoraid,,Sludge Bomb,TM,,8
223,Remoraid,,Signal Beam,34,,9
223,Remoraid,,Surf,HM,,10
223,Remoraid,,Ice Beam,40/TM,,11
223,Remoraid,,Mud Shot,Egg,,12
447,Riolu,,Force Palm,15,,1
447,Riolu,,Aura Sphere,Evo.,,2
447,Riolu,,Bone Rush,MR,,3
447,Riolu,,Power-Up Punch,MR,,4
447,Riolu,,Bulk Up,TM,,5
447,Riolu,,Water Pulse,TM,,6
447,Riolu,,Psychic,TM,,7
447,Riolu,,Shadow Ball,TM,,8
447,Riolu,,Earthquake,TM,,9
447,Riolu,,Iron Tail,TM,,10
447,Riolu,,Calm Mind,42/TM,,11
447,Riolu,,Meteor Mash,48,,12
447,Riolu,,Dragon Pulse,MR!,,13
447,Riolu,,Meteor Mash,Egg,,14
744,Rockruff,,Rock Tomb,TM,,1
744,Rockruff,,Accelerock,25,,2
744,Rockruff,,Taunt,TM/MR*,lycanroc-midnight,3
744,Rockruff,,Stealth Rock,29,,4
744,Rockruff,,Snarl,TM,,5
744,Rockruff,,Brick Break,TM,,6
744,Rockruff,,Bulk Up,TM,,7
744,Rockruff,,Crunch,40,,8
744,Rockruff,,Stone Edge,48,,9
744,Rockruff,,Fire Fang,Egg,,10
524,Roggenrola,,Rock Blast,14,,1
524,Roggenrola,,Smack Down,23,,2
524,Roggenrola,,Rock Slide,30,,3
524,Roggenrola,,Earthquake,TM,,4
524,Roggenrola,,Stealth Rock,36,,5
524,Roggenrola,,Stone Edge,48,,6
524,Roggenrola,,Heavy Slam,Egg,,7
837,Rolycoly,,Rapid Spin,5,,1
837,Rolycoly,,Smack Down,10,,2
837,Rolycoly,,Ancient Power,20,,3
837,Rolycoly,,Incinerate,27,,4
837,Rolycoly,,Rock Tomb,TM,,5
837,Rolycoly,,Overheat,TM,,6
837,Rolycoly,,Stealth Rock,Evo.,,7
837,Rolycoly,,Heat Crash,45,,8
837,Rolycoly,,Mud-Slap,Egg,,9
821,Rookidee,,Peck,1,,1
821,Rookidee,,Hone Claws,8,,2
821,Rookidee,,Pluck,16,,3
821,Rookidee,,Taunt,TM,,4
821,Rookidee,,Steel Wing,TM/Evo.,,5
821,Rookidee,,Drill Peck,34,,6
821,Rookidee,,Brave Bird,50,,7
821,Rookidee,,Roost,Egg,,8
479,Rotom,,Shock Wave,22/TM,,1
479,Rotom,,Ominous Wind,29,,2
479,Rotom,,Shadow Ball,TM,,3
479,Rotom,,Thunderbolt,TM,,4
479,Rotom,,Thunder,TM,,5
479,Rotom,,Discharge,MR!,,6
479,Rotom,,Charge,MR!,,7
479,Rotom,Frost,Blizzard,FORM,Rotom-Frost,1
479,Rotom,Fan,Air Slash,FORM,Rotom-Fan,1
479,Rotom,Heat,Overheat,FORM,Rotom-Heat,1
479,Rotom,Mow,Leaf Storm,FORM,Rotom-Mow,1
479,Rotom,Wash,Hydro Pump,FORM,Rotom-Wash,1
722,Rowlet,,Razor Leaf,14,,1
722,Rowlet,,Ominous Wind,16,,2
722,Rowlet,,Pluck,24,,3
722,Rowlet,,Giga Drain,TM,,4
722,Rowlet,,Spirit Shackle,34,Decidueye,5
722,Rowlet,,Triple Arrows,34,Decidueye-Hisui,6
722,Rowlet,,Bulk Up,TM/MR,Decidueye-Hisui,7
722,Rowlet,,U-turn,MR,,8
722,Rowlet,,Leaf Storm,MR,,9
722,Rowlet,,Leaf Blade,44,,10
722,Rowlet,,Feather Dance,49,,11
722,Rowlet,,Brave Bird,55,,12
722,Rowlet,,Curse,Egg,,13
627,Rufflet,,Wing Attack,10,,1
627,Rufflet,,Hone Claws,14,,2
627,Rufflet,,Rock Smash,HM,,3
627,Rufflet,,Superpower,Evo.,Braviary,4
627,Rufflet,,Esper Wing,Evo.,Braviary-Hisui,5
627,Rufflet,,Shadow Ball,TM,Braviary-Hisui,6
627,Rufflet,,Calm Mind,TM,Braviary-Hisui,7
627,Rufflet,,Return,TM,,8
627,Rufflet,,Rock Slide,TM,,9
627,Rufflet,,Rock Tomb,TM,,10
627,Rufflet,,Tailwind,37,,11
627,Rufflet,,Air Slash,41,,12
627,Rufflet,,Brave Bird,MR!,,13
627,Rufflet,,Hurricane,MR!,Braviary-Hisui,14
627,Rufflet,,Roost,Egg,,15
302,Sableye,,Detect,14,,1
302,Sableye,,Shadow Sneak,16,,2
302,Sableye,,Feint Attack,19,,3
302,Sableye,,Taunt,TM,,4
302,Sableye,,Knock Off,26,,5
302,Sableye,,Hone Claws,TM,,6
302,Sableye,,Snarl,TM,,7
302,Sableye,,Shadow Ball,39/TM,,8
302,Sableye,,Foul Play,41,,9
302,Sableye,,Moonlight,Egg,,10
757,Salandit,,Thief,1,,1
757,Salandit,,Dragon Breath,13,,2
757,Salandit,,Taunt,TM,,3
757,Salandit,,Flame Burst,24,,4
757,Salandit,,Toxic,29,,5
757,Salandit,,Incinerate,30,,6
757,Salandit,,Captivate,Evo.,,7
757,Salandit,,Sludge Bomb,TM,,8
757,Salandit,,Flamethrower,44/TM,,9
757,Salandit,,Encore,MR,,10
757,Salandit,,Overheat,TM,,11
757,Salandit,,Dragon Pulse,56,,12
757,Salandit,,Fake Out,Egg,,13
551,Sandile,,Sand Tomb,13,,1
551,Sandile,,Crunch,28,,2
551,Sandile,,Snarl,TM,,3
551,Sandile,,Rock Slide,TM,,4
551,Sandile,,Dig,32/TM,,5
551,Sandile,,Breaking Swipe,Evo.,,6
551,Sandile,,Bulk Up,TM,,7
551,Sandile,,Earthquake,54/TM,,8
551,Sandile,,Outrage,MR!,,9
551,Sandile,,Fire Fang,Egg,,10
27,Sandshrew,Alola,Rapid Spin,9,,1
27,Sandshrew,Alola,Metal Claw,14,,2
27,Sandshrew,Alola,Metal Claw,30,Sandshrew-Alola,3
27,Sandshrew,Alola,Icicle Spear,Evo.,,4
27,Sandshrew,Alola,Earthquake,TM,,5
27,Sandshrew,Alola,Brick Break,TM,,6
27,Sandshrew,Alola,Night Slash,Egg,,7
769,Sandygast,,Sand Tomb,14,,1
769,Sandygast,,Mega Drain,18,,2
769,Sandygast,,Bulldoze,23,,3
769,Sandygast,,Psychic,TM,,4
769,Sandygast,,Sludge Bomb,TM,,5
769,Sandygast,,Giga Drain,36/TM,,6
769,Sandygast,,Shadow Ball,41/TM,,7
769,Sandygast,,Earth Power,47,,8
769,Sandygast,,Shore Up,54,,9
664,Scatterbug,,Protect,9,,1
664,Scatterbug,,Bug Bite,15,,2
664,Scatterbug,,Gust,17,,3
664,Scatterbug,,Draining Kiss,25,,4
664,Scatterbug,,Sleep Powder,MR,,5
664,Scatterbug,,Giga Drain,TM,,6
664,Scatterbug,,Bug Buzz,35,,7
664,Scatterbug,,Quiver Dance,45,,8
664,Scatterbug,,Hurricane,50,,9
664,Scatterbug,,Rage Powder,Egg,,10
123,Scyther,,Steel Wing,TM,,1
123,Scyther,,Rock Smash,HM,,2
123,Scyther,,Wing Attack,21,,3
123,Scyther,,Fury Cutter,25,,4
123,Scyther,,Bullet Punch,Evo.,Scizor,5
123,Scyther,,Stone Axe,Evo.,Kleavor,6
123,Scyther,,X-Scissor,41/TM,,7
123,Scyther,,Night Slash,45,,8
123,Scyther,,Iron Head,50,Scizor,9
123,Scyther,,Swords Dance,57,,10
123,Scyther,,Brick Break,TM,,11
123,Scyther,,Bug Buzz,Egg,,12
540,Sewaddle,,Bug Bite,8,,1
540,Sewaddle,,Razor Leaf,15,,2
540,Sewaddle,,Struggle Bug,22,,3
540,Sewaddle,,Protect,Evo.,,4
540,Sewaddle,,Struggle Bug,Evo.,,5
540,Sewaddle,,X-Scissor,39/TM,,6
540,Sewaddle,,Aerial Ace,TM,,7
540,Sewaddle,,Steel Wing,TM,,8
540,Sewaddle,,Sticky Web,31,Sewaddle,9
540,Sewaddle,,Struggle Bug,MR,,10
540,Sewaddle,,Leaf Blade,36,,11
540,Sewaddle,,Screech,Egg,,12
90,Shellder,,Icicle Spear,13,,1
90,Shellder,,Protect,16,,2
90,Shellder,,Ice Beam,TM,,3
90,Shellder,,Razor Shell,MR,,4
90,Shellder,,Shell Smash,MR,,5
90,Shellder,,Surf,HM,,6
90,Shellder,,Icicle Crash,50,,7
90,Shellder,,Rapid Spin,Egg,,8
422,Shellos,,Water Pulse,7,,1
422,Shellos,,Mud Bomb,12,,2
422,Shellos,,Hidden Power,16,,3
422,Shellos,,Rain Dance,22,,4
422,Shellos,,Earthquake,TM,,5
422,Shellos,,Ice Beam,TM,,6
422,Shellos,,Sludge Bomb,TM,,7
422,Shellos,,Surf,HM,,8
422,Shellos,,Mirror Coat,Egg,,9
403,Shinx,,Baby-Doll Eyes,11,,1
403,Shinx,,Spark,13,,2
403,Shinx,,Thief,TM,,3
403,Shinx,,Snarl,TM,,4
403,Shinx,,Volt Switch,30,,5
403,Shinx,,Thunder Fang,35,,6
403,Shinx,,Facade,TM,,7
403,Shinx,,Crunch,42,,8
403,Shinx,,Ice Fang,Egg,,9
948,Shroodle,,Acid Spray,5,,1
948,Shroodle,,Poison Fang,14,,2
948,Shroodle,,Taunt,TM,,3
948,Shroodle,,Slash,21,,4
948,Shroodle,,U-turn,25,,5
948,Shroodle,,Doodle,Evo.,,6
948,Shroodle,,Poison Jab,Evo.,,7
948,Shroodle,,Dig,TM,,8
948,Shroodle,,Return,TM,,9
948,Shroodle,,Knock Off,45,,10
948,Shroodle,,Gunk Shot,51,,11
948,Shroodle,,Parting Shot,Egg,,12
285,Shroomish,,Leech Seed,8,,1
285,Shroomish,,Bullet Seed,TM,,2
285,Shroomish,,Mach Punch,23,,3
285,Shroomish,,Force Palm,28,,4
285,Shroomish,,Protect,TM,,5
285,Shroomish,,Facade,TM,,6
285,Shroomish,,Sky Uppercut,39,,7
285,Shroomish,,Seed Bomb,44,,8
285,Shroomish,,Wake-Up Slap,Egg,,9
672,Skiddo,,Leech Seed,12,,1
672,Skiddo,,Razor Leaf,13,,2
672,Skiddo,,Bulldoze,26,,3
672,Skiddo,,Seed Bomb,30,,4
672,Skiddo,,Aerial Ace,32/TM,,5
672,Skiddo,,Bulk Up,34/TM,,6
672,Skiddo,,Brick Break,TM,,7
672,Skiddo,,Rock Slide,TM,,8
672,Skiddo,,Earthquake,MR/TM,,9
672,Skiddo,,Horn Leech,47,,10
672,Skiddo,,Milk Drink,Egg,,11
690,Skrelp,,Bubble,12,,1
690,Skrelp,,Water Pulse,25/TM,,2
690,Skrelp,,Shadow Ball,TM,,3
690,Skrelp,,Sludge Bomb,38/TM,,4
690,Skrelp,,Thunderbolt,TM,,5
690,Skrelp,,Surf,HM,,6
690,Skrelp,,Dragon Pulse,53,,7
690,Skrelp,,Acid Armor,Egg,,8
287,Slakoth,,Yawn,1,,1
287,Slakoth,,Encore,6,,2
287,Slakoth,,Slack Off,9,,3
287,Slakoth,,Feint Attack,14,,4
287,Slakoth,,Slash,23,,5
287,Slakoth,,Brick Break,TM,,6
287,Slakoth,,Ice Beam,TM,,7
287,Slakoth,,Earthquake,TM,,8
287,Slakoth,,Return,TM,,9
287,Slakoth,,Shadow Ball,TM,,10
287,Slakoth,,X-Scissor,TM,,11
287,Slakoth,,Aerial Ace,TM,,12
287,Slakoth,,Hammer Arm,MR!,,13
287,Slakoth,,Night Slash,Egg,,14
79,Slowpoke,Galar,Yawn,9,,1
79,Slowpoke,Galar,Confusion,12,,2
79,Slowpoke,Galar,Zen Headbutt,24,,3
79,Slowpoke,Galar,Shell Side Arm,Evo.,Slowbro-Galar,4
79,Slowpoke,Galar,Eerie Spell,Evo.,Slowking-Galar,5
79,Slowpoke,Galar,Power Gem,MR,Slowking-Galar,6
79,Slowpoke,Galar,Chilly Reception,MR,Slowking-Galar,7
79,Slowpoke,Galar,Surf,30/HM,,8
79,Slowpoke,Galar,Slack Off,33,,9
79,Slowpoke,Galar,Psychic,36/TM,,10
79,Slowpoke,Galar,Sludge Bomb,TM,,11
79,Slowpoke,Galar,Flamethrower,TM,,12
79,Slowpoke,Galar,Shadow Ball,TM,,13
79,Slowpoke,Galar,Ice Beam,TM,,14
79,Slowpoke,Galar,Calm Mind,TM,,15
79,Slowpoke,Galar,Belch,Egg,,16
235,Smeargle,,Sketch,1,,1
235,Smeargle,,Sketch,11,,2
235,Smeargle,,Sketch,21,,3
235,Smeargle,,Sketch,31,,4
235,Smeargle,,Sketch,41,,5
235,Smeargle,,Sketch,51,,6
235,Smeargle,,Acid Spray,Sketch,,7
235,Smeargle,,Beak Blast,Sketch,,8
235,Smeargle,,Boomburst,Sketch,,9
235,Smeargle,,Charm,Sketch,,10
235,Smeargle,,Destiny Bond,Sketch,,11
235,Smeargle,,Draco Meteor,Sketch,,12
235,Smeargle,,Eerie Impulse,Sketch,,13
235,Smeargle,,Electroweb,Sketch,,14
235,Smeargle,,Endeavor,Sketch,,15
235,Smeargle,,Explosion,Sketch,,16
235,Smeargle,,Feather Dance,Sketch,,17
235,Smeargle,,Fissure,Sketch,,18
235,Smeargle,,Foul Play,Sketch,,19
235,Smeargle,,Gigaton Hammer,Sketch,,20
235,Smeargle,,Glare,Sketch,,21
235,Smeargle,,King's Shield,Sketch,,22
235,Smeargle,,Leech Seed,Sketch,,23
235,Smeargle,,Light Screen,Sketch,,24
235,Smeargle,,Mat Block,Sketch,,25
235,Smeargle,,Milk Drink,Sketch,,26
235,Smeargle,,Night Daze,Sketch,,27
235,Smeargle,,Obstruct,Sketch,,28
235,Smeargle,,Parting Shot,Sketch,,29
235,Smeargle,,Pay Day,Sketch,,30
235,Smeargle,,Perish Song,Sketch,,31
235,Smeargle,,Powder,Sketch,,32
235,Smeargle,,Rain Dance,Sketch,,33
235,Smeargle,,Rapid Spin,Sketch,,34
235,Smeargle,,Reflect,Sketch,,35
235,Smeargle,,Sheer Cold,Sketch,,36
235,Smeargle,,Snarl,Sketch,,37
235,Smeargle,,Spiky Shield,Sketch,,38
235,Smeargle,,Spore,Sketch,,39
235,Smeargle,,Sticky Web,Sketch,,40
235,Smeargle,,Stone Axe,Sketch,,41
235,Smeargle,,Strength Sap,Sketch,,42
235,Smeargle,,Sunny Day,Sketch,,43
235,Smeargle,,Super Fang,Sketch,,44
235,Smeargle,,Syrup Bomb,Sketch,,45
235,Smeargle,,Tailwind,Sketch,,46
235,Smeargle,,Tail Slap,Sketch,,47
235,Smeargle,,Tail Whip,Sketch,,48
235,Smeargle,,Taunt,Sketch,,49
235,Smeargle,,Toxic Spikes,Sketch,,50
235,Smeargle,,Volt Switch,Sketch,,51
235,Smeargle,,Water Spout,Sketch,,52
235,Smeargle,,Will-O-Wisp,Sketch,,53
235,Smeargle,,U-turn,Sketch,,54
928,Smoliv,,Growth,7,,1
928,Smoliv,,Razor Leaf,10,,2
928,Smoliv,,Mega Drain,20,,3
928,Smoliv,,Giga Drain,TM,,4
928,Smoliv,,Dazzling Gleam,TM,,5
928,Smoliv,,Reflect,TM,,6
928,Smoliv,,Protect,TM,,7
928,Smoliv,,Mirror Coat,MR,,8
928,Smoliv,,Weather Ball,Egg,,9
215,Sneasel,,Taunt,1,,1
215,Sneasel,,Feint Attack,10,,2
215,Sneasel,,Hone Claws,25,,3
215,Sneasel,,Snarl,TM,,4
215,Sneasel,,Screech,32,,5
215,Sneasel,,Night Slash,35,,6
215,Sneasel,,Ice Punch,Egg,,7
495,Snivy,,Vine Whip,7,,1
495,Snivy,,Growth,13,,2
495,Snivy,,Leaf Tornado,16,,3
495,Snivy,,Leech Seed,20,,4
495,Snivy,,Mega Drain,24,,5
495,Snivy,,Iron Tail,TM,,6
495,Snivy,,Protect,TM,,7
495,Snivy,,Leaf Blade,32,,8
495,Snivy,,Coil,36,,9
495,Snivy,,Giga Drain,44/TM,,10
495,Snivy,,Leaf Storm,MR!,,11
495,Snivy,,Glare,Egg,,12
361,Snorunt,,Ice Shard,10,,1
361,Snorunt,,Icy Wind,14,,2
361,Snorunt,,Ice Beam,TM,,3
361,Snorunt,,Thunderbolt,TM,,4
361,Snorunt,,Psychic,TM,,5
361,Snorunt,,Thunder,TM,,6
361,Snorunt,,Captivate,41,Froslass,7
361,Snorunt,,Shadow Ball,42/TM,Froslass,8
361,Snorunt,,Draining Kiss,MR,Froslass,9
361,Snorunt,,Fake Tears,Egg,,10
459,Snover,,Razor Leaf,5,,1
459,Snover,,Icy Wind,9,,2
459,Snover,,Ice Punch,Evo.,,3
459,Snover,,Giga Drain,TM,,4
459,Snover,,Earthquake,TM,,5
459,Snover,,Leech Seed,35,,6
459,Snover,,Blizzard,47/TM,,7
459,Snover,,Avalanche,Egg,,8
209,Snubbull,,Charm,1,,1
209,Snubbull,,Headbutt,19,,2
209,Snubbull,,Rock Smash,HM,,3
209,Snubbull,,Fire Fang,MR,,4
209,Snubbull,,Ice Fang,MR,,5
209,Snubbull,,Thunder Fang,MR,,6
209,Snubbull,,Snarl,TM,,7
209,Snubbull,,Brick Break,TM,,8
209,Snubbull,,Earthquake,TM,,9
209,Snubbull,,Rock Slide,TM,,10
209,Snubbull,,Bulk Up,TM,,11
209,Snubbull,,Play Rough,43,,12
209,Snubbull,,Outrage,MR!,,13
209,Snubbull,,Fake Tears,Egg,,14
577,Solosis,,Hidden Power,14,,1
577,Solosis,,Charm,19,,2
577,Solosis,,Trick Room,TM,,3
577,Solosis,,Recover,24,,4
577,Solosis,,Psyshock,25,,5
577,Solosis,,Shadow Ball,TM,,6
577,Solosis,,Thunder,TM,,7
577,Solosis,,Psychic,39/TM,,8
577,Solosis,,Calm Mind,TM,,9
577,Solosis,,Acid Armor,Egg,,10
353,Shuppet,,Knock Off,1,,1
353,Shuppet,,Will-O-Wisp,16,,2
353,Shuppet,,Knock Off,MR,,3
353,Shuppet,,Shadow Ball,30,,4
353,Shuppet,,Psychic,TM,,5
353,Shuppet,,Dazzling Gleam,TM,,6
353,Shuppet,,Sucker Punch,40,,7
353,Shuppet,,Phantom Force,MR!,,8
353,Shuppet,,Gunk Shot,Egg,,9
850,Sizzlipede,,Flame Wheel,15,,1
850,Sizzlipede,,Bug Bite,20,,2
850,Sizzlipede,,Coil,25,,3
850,Sizzlipede,,X-Scissor,TM,,4
850,Sizzlipede,,Overheat,TM,,5
850,Sizzlipede,,Crunch,46,,6
850,Sizzlipede,,Fire Lash,53,,7
850,Sizzlipede,,Lunge,MR!,,8
850,Sizzlipede,,Struggle Bug,EGG!,,9
451,Skorupi,,Knock Off,5,,1
451,Skorupi,,Bug Bite,20,,2
451,Skorupi,,Poison Fang,23,,3
451,Skorupi,,Hone Claws,30,,4
451,Skorupi,,Fire Fang,MR,,5
451,Skorupi,,Ice Fang,MR,,6
451,Skorupi,,Thunder Fang,MR,,7
451,Skorupi,,Earthquake,TM,,8
451,Skorupi,,X-Scissor,TM,,9
451,Skorupi,,Brick Break,TM,,10
451,Skorupi,,Iron Tail,TM,,11
451,Skorupi,,Snarl,TM,,12
451,Skorupi,,Toxic Spikes,34,,13
451,Skorupi,,Night Slash,38,,14
451,Skorupi,,Fell Stinger,53,,15
451,Skorupi,,Cross Poison,57,,16
451,Skorupi,,Screech,Egg,,17
363,Spheal,,Water Gun,1,,1
363,Spheal,,Encore,9,,2
363,Spheal,,Aurora Beam,21,,3
363,Spheal,,Ice Beam,TM,,4
363,Spheal,,Earthquake,TM,,5
363,Spheal,,Surf,HM,,6
363,Spheal,,Water Pulse,TM,,7
363,Spheal,,Crunch,MR,,8
363,Spheal,,Stockpile,Egg,,9
325,Spoink,,Psybeam,14,,1
325,Spoink,,Trick Room,TM,,2
325,Spoink,,Shock Wave,TM,,3
325,Spoink,,Shadow Ball,TM,,4
325,Spoink,,Psychic,52/TM,,5
325,Spoink,,Calm Mind,TM,,6
325,Spoink,,Belch,MR,,7
325,Spoink,,Mirror Coat,Egg,,8
682,Spritzee,,Fairy Wind,1,,1
682,Spritzee,,Echoed Voice,13,,2
682,Spritzee,,Calm Mind,17,,3
682,Spritzee,,Draining Kiss,21,,4
682,Spritzee,,Moonblast,31,,5
682,Spritzee,,Charm,35,,6
682,Spritzee,,Psychic,48/TM,,7
682,Spritzee,,Reflect,57/TM,,8
682,Spritzee,,Wish,Egg,,9
234,Stantler,,Stomp,13,,1
234,Stantler,,Take Down,21,,2
234,Stantler,,Calm Mind,27,,3
234,Stantler,,Psyshield Bash,Evo.,,4
234,Stantler,,Psychic,TM,,5
234,Stantler,,Psychic,TM,,6
234,Stantler,,Zen Headbutt,37,,7
234,Stantler,,Jump Kick,43,,8
234,Stantler,,Megahorn,MR!,,9
234,Stantler,,Double Kick,Egg,,10
396,Starly,,Wing Attack,9,,1
396,Starly,,Steel Wing,TM,,2
396,Starly,,Thief,TM,,3
396,Starly,,Aerial Ace,28/TM,,4
396,Starly,,Close Combat,Evo.,,5
396,Starly,,Return,TM,,6
396,Starly,,Fly,HM,,7
396,Starly,,Brave Bird,49,,8
396,Starly,,Detect,Egg,,9
7,Squirtle,,Bubble,13,,1
7,Squirtle,,Bite,16,,2
7,Squirtle,,Rapid Spin,21,,3
7,Squirtle,,Protect,25,,4
7,Squirtle,,Water Pulse,29/TM,,5
7,Squirtle,,Ice Beam,TM,,6
7,Squirtle,,Earthquake,TM,,7
7,Squirtle,,Surf,HM,,8
7,Squirtle,,Flash Cannon,Evo.,,9
7,Squirtle,,Aura Sphere,Egg,,10
120,Staryu,,Rapid Spin,7,,1
120,Staryu,,Bubble Beam,18,,2
120,Staryu,,Water Pulse,TM,,3
120,Staryu,,Psychic,TM,,4
120,Staryu,,Ice Beam,TM,,5
120,Staryu,,Dazzling Gleam,TM,,6
120,Staryu,,Thunderbolt,TM,,7
120,Staryu,,Thunder,TM,,8
120,Staryu,,Rest,TM,,9
120,Staryu,,Surf,HM,,10
120,Staryu,,Waterfall,HM,,11
759,Stufful,,Baby-Doll Eyes,10,,1
759,Stufful,,Brutal Swing,14,,2
759,Stufful,,Rock Smash,HM,,3
759,Stufful,,Brick Break,TM,,4
759,Stufful,,Earthquake,TM,,5
759,Stufful,,Hammer Arm,32,,6
759,Stufful,,Return,TM,,7
759,Stufful,,Bulk Up,TM,,8
759,Stufful,,Force Palm,Egg,,9
283,Surskit,,Water Sport,14,,1
283,Surskit,,Air Cutter,22,,2
283,Surskit,,Ice Beam,TM,,3
283,Surskit,,Water Pulse,TM,,4
283,Surskit,,Silver Wind,32,,5
283,Surskit,,Bug Buzz,42,,6
283,Surskit,,Quiver Dance,52,,7
283,Surskit,,Lunge,Egg,,8
220,Swinub,,Powder Snow,8,,1
220,Swinub,,Mud-Slap,11,,2
220,Swinub,,Mud Bomb,18,,3
220,Swinub,,Ice Fang,24,,4
220,Swinub,,Ancient Power,MR,,5
220,Swinub,,Dig,TM,,6
220,Swinub,,Earthquake,46/TM,,7
220,Swinub,,Avalanche,Egg,,8
684,Swirlix,,Fairy Wind,5,,1
684,Swirlix,,Draining Kiss,31,,2
684,Swirlix,,Dazzling Gleam,TM,,3
684,Swirlix,,Flamethrower,TM,,4
684,Swirlix,,Psychic,TM,,5
684,Swirlix,,Thunderbolt,TM,,6
684,Swirlix,,Surf,HM,,7
684,Swirlix,,Energy Ball,36,,8
684,Swirlix,,Calm Mind,TM,,9
684,Swirlix,,Wish,45,,10
684,Swirlix,,Sticky Web,Egg,,11
917,Tarountula,,Struggle Bug,5,,1
917,Tarountula,,Bug Bite,14,,2
917,Tarountula,,Silk Trap,Evo.,,3
917,Tarountula,,Counter,24,,4
917,Tarountula,,X-Scissor,TM,,5
917,Tarountula,,Sticky Web,33,,6
917,Tarountula,,Lunge,Egg,,7
216,Teddiursa,,Fury Swipes,8,,1
216,Teddiursa,,Slash,29,,2
216,Teddiursa,,Play Rough,29,,3
216,Teddiursa,,Return,TM,,4
216,Teddiursa,,Bulk Up,TM,,5
216,Teddiursa,,Facade,TM,,6
216,Teddiursa,,Earthquake,TM,,7
216,Teddiursa,,Headlong Rush,Evo.,,8
216,Teddiursa,,Crunch,Egg,,9
72,Tentacool,,Toxic Spikes,13,,1
72,Tentacool,,Water Pulse,16,,2
72,Tentacool,,Sludge Bomb,TM,,3
72,Tentacool,,Dazzling Gleam,TM,,4
72,Tentacool,,Ice Beam,TM,,5
72,Tentacool,,Giga Drain,TM,,6
72,Tentacool,,Surf,HM,,7
72,Tentacool,,Screech,40,,8
72,Tentacool,,Mirror Coat,Egg,,9
532,Timburr,,Low Kick,12,,1
532,Timburr,,Wake-Up Slap,20,,2
532,Timburr,,Bulk Up,29/TM,,3
532,Timburr,,Rock Slide,33/TM,,4
532,Timburr,,Earthquake,TM,,5
532,Timburr,,Rock Tomb,TM,,6
532,Timburr,,Facade,TM,,7
532,Timburr,,Hammer Arm,45,,8
532,Timburr,,Stone Edge,49,,9
532,Timburr,,Power-Up Punch,Egg,,10
957,Tinkatink,,Baby-Doll Eyes,8,,1
957,Tinkatink,,Metal Claw,8,,2
957,Tinkatink,,Draining Kiss,17,,3
957,Tinkatink,,Brutal Swing,24,,4
957,Tinkatink,,Protect,TM,,5
957,Tinkatink,,Rock Slide,TM,,6
957,Tinkatink,,Play Rough,35,,7
957,Tinkatink,,Gigaton Hammer,Evo.,,8
957,Tinkatink,,Skitter Smack,47,,9
957,Tinkatink,,Knock Off,52,,10
957,Tinkatink,,Ice Hammer,Egg,,11
564,Tirtouga,,Rollout,5,,1
564,Tirtouga,,Protect,11,,2
564,Tirtouga,,Aqua Jet,15,,3
564,Tirtouga,,Ancient Power,18,,4
564,Tirtouga,,Crunch,21,,5
564,Tirtouga,,Earthquake,TM,,6
564,Tirtouga,,Iron Tail,TM,,7
564,Tirtouga,,Rock Slide,TM/51,,8
564,Tirtouga,,Smack Down,31,,9
564,Tirtouga,,Curse,35,,10
564,Tirtouga,,Waterfall,HM,,11
564,Tirtouga,,Liquidation,Egg,,12
175,Togepi,,Yawn,13,,1
175,Togepi,,Encore,17,,2
175,Togepi,,Wish,29,,3
175,Togepi,,Ancient Power,33,Togetic,4
175,Togepi,,Dazzling Gleam,TM,,5
175,Togepi,,Aura Sphere,MR,,6
175,Togepi,,Future Sight,Egg,,7
255,Torchic,,Double Kick,16,,1
255,Torchic,,Flame Charge,20,,2
255,Torchic,,Bulk Up,31/TM,,3
255,Torchic,,Blaze Kick,36,,4
255,Torchic,,Brick Break,TM,,5
255,Torchic,,Hone Claws,TM,,6
255,Torchic,,Rock Slide,TM,,7
255,Torchic,,High Jump Kick,MR,,8
255,Torchic,,Overheat,TM,,9
255,Torchic,,Brave Bird,50,,10
255,Torchic,,Sky Uppercut,57,,11
255,Torchic,,Night Slash,Egg,,12
158,Totodile,,Water Gun,6,,1
158,Totodile,,Ice Fang,21,,2
158,Totodile,,Breaking Swipe,26,,3
158,Totodile,,Crunch,30,,4
158,Totodile,,Dragon Claw,TM,,5
158,Totodile,,Earthquake,TM,,6
158,Totodile,,Brick Break,TM,,7
158,Totodile,,Iron Tail,TM,,8
158,Totodile,,Return,TM,,9
158,Totodile,,Rock Slide,TM,,10
158,Totodile,,Hone Claws,TM,,11
158,Totodile,,Surf,HM,,12
158,Totodile,,Waterfall,HM,,13
158,Totodile,,Water Pulse,Egg,,14
328,Trapinch,,Bulldoze,8,,1
328,Trapinch,,Rock Slide,15,,2
328,Trapinch,,Dig,19,,3
